GlucoseInternalTime,GlucoseValue
1447448836.0,6.44
1447449136.0,6.38
1447449436.0,6.38
1447449736.0,6.27
1447450036.0,6.22
1447450336.0,6.22
1447450636.0,6.22
1447450936.0,6.22
1447451236.0,6.16
1447451536.0,6.10
1447451836.0,6.05
1447452136.0,5.99
1447452436.0,5.88
1447452736.0,5.77
1447453036.0,5.60
1447453336.0,5.60
1447453636.0,5.60
1447453936.0,5.72
1447454236.0,5.72
1447454537.0,5.77
1447454836.0,5.77
1447455136.0,5.77
1447455436.0,5.83
1447455736.0,5.60
1447456036.0,5.77
1447456336.0,5.88
1447456636.0,5.99
1447456936.0,6.10
1447457236.0,6.66
1447457536.0,7.27
1447457836.0,7.55
1447458136.0,7.82
1447458436.0,8.16
1447458736.0,9.10
1447459036.0,9.71
1447459336.0,9.99
1447459636.0,10.49
1447459936.0,11.10
1447460236.0,11.32
1447460536.0,11.54
1447460836.0,11.54
1447461136.0,11.76
1447461436.0,12.26
1447461736.0,12.43
1447462036.0,12.54
1447462336.0,12.71
1447462636.0,12.82
1447462936.0,12.87
1447463236.0,13.04
1447463536.0,13.37
1447463836.0,13.49
1447464136.0,13.49
1447464436.0,13.60
1447464736.0,13.60
1447465036.0,13.65
1447465336.0,13.71
1447465636.0,13.65
1447465936.0,13.65
1447466236.0,13.37
1447466536.0,12.76
1447466836.0,12.32
1447467136.0,12.26
1447467436.0,11.99
1447467736.0,11.60
1447468036.0,11.38
1447468336.0,11.15
1447468636.0,10.93
1447468936.0,10.60
1447469236.0,10.43
1447469536.0,10.32
1447469836.0,10.32
1447470136.0,10.21
1447470436.0,10.16
1447470736.0,10.04
1447471036.0,10.04
1447471336.0,10.10
1447471636.0,9.99
1447471936.0,9.88
1447472236.0,9.60
1447472536.0,9.49
1447472836.0,9.43
1447473136.0,9.38
1447473436.0,9.49
1447473736.0,9.54
1447474036.0,9.27
1447474336.0,8.93
1447474636.0,8.05
1447474936.0,8.55
1447475236.0,7.71
1447475536.0,6.71
1447475836.0,5.88
1447476136.0,5.33
1447476436.0,5.05
1447476736.0,5.05
1447477036.0,4.55
1447477336.0,4.33
1447477636.0,4.16
1447477936.0,4.00
1447478236.0,3.83
1447478536.0,3.88
1447478836.0,4.16
1447479136.0,4.50
1447479435.0,4.94
1447479735.0,5.16
1447480036.0,5.27
1447480335.0,5.16
1447480635.0,4.94
1447480935.0,4.72
1447481236.0,4.61
1447481535.0,4.44
1447481836.0,4.38
1447482135.0,4.44
1447482435.0,4.50
1447482736.0,4.77
1447483036.0,5.16
1447483335.0,5.33
1447483635.0,5.49
1447483935.0,5.66
1447484235.0,5.49
1447484535.0,5.27
1447484835.0,5.22
1447485135.0,5.33
1447485435.0,5.99
1447485735.0,6.66
1447486035.0,7.16
1447486336.0,7.66
1447486635.0,8.21
1447486935.0,8.60
1447487235.0,8.88
1447487535.0,9.10
1447487835.0,9.38
1447488135.0,9.32
1447488435.0,9.21
1447488735.0,8.88
1447489035.0,8.44
1447489335.0,8.10
1447489635.0,7.77
1447489936.0,7.71
1447490235.0,7.66
1447490536.0,7.55
1447490836.0,7.33
1447491136.0,7.10
1447491435.0,6.88
1447491735.0,6.44
1447492035.0,6.05
1447492335.0,5.72
1447492635.0,5.55
1447492935.0,5.11
1447493235.0,4.99
1447493535.0,4.94
1447493835.0,4.88
1447494135.0,4.83
1447494435.0,4.77
1447494735.0,4.72
1447495035.0,4.66
1447495335.0,4.61
1447495635.0,4.50
1447495935.0,4.44
1447496235.0,4.38
1447496535.0,4.38
1447496835.0,4.38
1447497135.0,4.33
1447497435.0,4.27
1447497735.0,4.16
1447498035.0,3.66
1447498335.0,3.05
1447498635.0,2.77
1447498935.0,3.11
1447499235.0,3.88
1447499535.0,4.44
1447499835.0,4.50
1447500135.0,4.27
1447500435.0,4.11
1447500735.0,4.11
1447501035.0,4.22
1447501335.0,4.72
1447501635.0,4.83
1447501935.0,4.88
1447502235.0,4.99
1447502535.0,5.05
1447502835.0,5.22
1447503135.0,5.22
1447503435.0,5.27
1447503735.0,5.38
1447504035.0,5.44
1447504335.0,5.55
1447504635.0,5.72
1447504935.0,5.88
1447505235.0,6.05
1447505535.0,6.22
1447505835.0,6.38
1447506135.0,6.60
1447506435.0,6.88
1447506735.0,7.10
1447507035.0,7.44
1447507335.0,7.71
1447507635.0,7.94
1447507935.0,8.16
1447508235.0,8.32
1447508535.0,8.21
1447508835.0,8.16
1447509135.0,7.77
1447509435.0,7.33
1447509735.0,7.10
1447510035.0,7.38
1447510335.0,8.16
1447510635.0,9.10
1447510935.0,9.88
1447511235.0,10.21
1447511535.0,10.21
1447511835.0,10.27
1447512135.0,10.32
1447512435.0,10.49
1447512735.0,10.65
1447513035.0,10.99
1447513335.0,10.77
1447513635.0,11.32
1447513935.0,11.49
1447514235.0,11.60
1447514535.0,11.71
1447514835.0,11.76
1447515135.0,11.88
1447515435.0,11.93
1447515735.0,11.99
1447516035.0,12.04
1447516335.0,12.04
1447516635.0,11.82
1447516935.0,11.82
1447517235.0,11.82
1447517535.0,11.88
1447517835.0,11.88
1447518135.0,11.71
1447518435.0,11.54
1447518735.0,11.21
1447519034.0,11.27
1447519334.0,11.10
1447519634.0,10.93
1447519934.0,10.77
1447520234.0,10.71
1447520534.0,10.71
1447520834.0,10.71
1447521134.0,10.77
1447521434.0,10.82
1447521734.0,10.88
1447522034.0,11.15
1447522334.0,11.21
1447522634.0,11.27
1447522934.0,11.38
1447523235.0,11.38
1447523534.0,11.38
1447523834.0,11.38
1447524134.0,11.15
1447524434.0,11.43
1447524734.0,11.10
1447525034.0,11.15
1447525334.0,11.10
1447525634.0,11.04
1447525934.0,10.99
1447526234.0,11.15
1447526534.0,10.77
1447526834.0,10.54
1447527134.0,10.32
1447527434.0,10.27
1447527734.0,10.21
1447528034.0,10.27
1447528334.0,10.27
1447528634.0,10.16
1447528934.0,10.10
1447529234.0,10.27
1447529534.0,10.43
1447529834.0,10.38
1447530134.0,10.38
1447530434.0,10.54
1447530734.0,10.82
1447531034.0,11.15
1447531334.0,11.15
1447531634.0,11.27
1447531934.0,11.38
1447532234.0,10.99
1447532534.0,10.38
1447533134.0,10.21
1447533434.0,9.49
1447533734.0,8.66
1447534034.0,7.82
1447534334.0,7.10
1447534634.0,6.60
1447534934.0,6.33
1447535234.0,5.94
1447535534.0,5.72
1447535834.0,5.55
1447536134.0,5.49
1447536434.0,5.33
1447536734.0,5.27
1447537334.0,5.27
1447537634.0,5.38
1447537934.0,5.33
1447538235.0,5.27
1447538534.0,4.99
1447538834.0,4.94
1447539134.0,5.05
1447539434.0,5.22
1447539734.0,5.38
1447540034.0,5.22
1447549334.0,3.72
1447549634.0,3.61
1447549934.0,3.44
1447550234.0,3.16
1447550534.0,2.89
1447550834.0,2.61
1447551134.0,2.72
1447551434.0,2.72
1447551734.0,2.83
1447552034.0,3.16
1447552334.0,3.66
1447552634.0,4.22
1447552934.0,4.66
1447553234.0,5.05
1447553534.0,5.38
1447553834.0,6.27
1447554134.0,6.27
1447554434.0,6.22
1447554734.0,6.27
1447555034.0,6.22
1447555334.0,6.05
1447555634.0,5.88
1447555934.0,5.66
1447556234.0,5.05
1447556534.0,4.77
1447556834.0,4.55
1447557134.0,4.50
1447557434.0,4.38
1447557734.0,4.00
1447558035.0,3.61
1447558334.0,3.22
1447558634.0,3.16
1447558934.0,3.22
1447559234.0,3.05
1447559534.0,3.11
1447559834.0,3.16
1447560133.0,3.22
1447560433.0,3.22
1447560733.0,3.22
1447561033.0,3.16
1447561333.0,3.27
1447561634.0,3.39
1447561933.0,3.39
1447562233.0,3.44
1447562533.0,3.66
1447562833.0,3.77
1447563133.0,3.88
1447563434.0,4.00
1447563733.0,4.05
1447564033.0,4.05
1447564333.0,4.22
1447564633.0,4.55
1447564933.0,4.94
1447565233.0,5.33
1447565533.0,5.55
1447565833.0,5.77
1447566133.0,5.94
1447566433.0,5.99
1447566733.0,5.88
1447567033.0,6.05
1447567333.0,6.33
1447567633.0,6.44
1447567933.0,6.44
1447568233.0,6.38
1447568534.0,6.38
1447568833.0,6.33
1447569133.0,6.27
1447569433.0,6.22
1447569733.0,6.05
1447570033.0,5.94
1447570333.0,5.99
1447570633.0,7.88
1447570933.0,7.77
1447571233.0,7.71
1447571533.0,7.94
1447571833.0,8.16
1447572133.0,8.49
1447572433.0,8.55
1447572733.0,8.38
1447573033.0,8.27
1447573333.0,7.88
1447573633.0,7.60
1447573933.0,7.16
1447574233.0,6.77
1447574533.0,6.49
1447574833.0,6.27
1447575133.0,6.10
1447575433.0,6.05
1447575733.0,5.94
1447576033.0,5.88
1447576333.0,5.72
1447576633.0,5.38
1447576933.0,4.99
1447577233.0,4.77
1447577533.0,4.44
1447577833.0,4.27
1447578133.0,4.27
1447578433.0,4.22
1447578733.0,4.27
1447579033.0,4.16
1447579333.0,4.11
1447579633.0,4.05
1447579933.0,4.05
1447580233.0,3.94
1447580533.0,3.88
1447580833.0,3.83
1447581133.0,3.83
1447581433.0,3.88
1447581733.0,3.94
1447582033.0,4.11
1447582333.0,4.27
1447582633.0,4.50
1447582933.0,4.50
1447583233.0,4.38
1447583533.0,4.61
1447583833.0,4.72
1447584133.0,4.83
1447584433.0,4.94
1447584733.0,4.72
1447585033.0,4.55
1447585333.0,4.38
1447585633.0,4.50
1447585933.0,5.11
1447586233.0,5.83
1447586533.0,6.27
1447586833.0,6.38
1447587133.0,6.38
1447587433.0,6.44
1447587733.0,6.66
1447588033.0,6.94
1447588333.0,7.16
1447588633.0,7.33
1447588933.0,7.27
1447589233.0,7.10
1447589533.0,6.88
1447589833.0,6.60
1447590133.0,6.49
1447590433.0,6.83
1447594633.0,12.93
1447594933.0,13.26
1447595233.0,13.49
1447595533.0,13.71
1447595833.0,13.98
1447596133.0,14.10
1447596433.0,14.10
1447596733.0,13.93
1447597033.0,13.76
1447597333.0,13.76
1447597633.0,13.82
1447597933.0,13.76
1447598233.0,13.76
1447598533.0,13.71
1447598833.0,13.71
1447599133.0,13.76
1447599433.0,13.82
1447599733.0,13.65
1447600032.0,13.65
1447600332.0,13.54
1447600632.0,13.21
1447600932.0,12.93
1447601232.0,12.76
1447601533.0,12.93
1447601832.0,12.99
1447602132.0,12.93
1447602432.0,12.93
1447602732.0,12.87
1447603032.0,12.82
1447603332.0,12.76
1447603632.0,12.71
1447603932.0,12.82
1447604232.0,12.87
1447604532.0,12.65
1447604832.0,12.60
1447605132.0,12.65
1447605432.0,12.76
1447605732.0,12.71
1447606032.0,12.43
1447606332.0,12.32
1447606632.0,12.26
1447606932.0,12.21
1447607232.0,11.54
1447607532.0,11.27
1447607832.0,11.15
1447608132.0,11.15
1447608432.0,11.04
1447608732.0,10.93
1447609032.0,10.82
1447609332.0,10.60
1447609632.0,10.10
1447609932.0,9.66
1447610232.0,9.27
1447610532.0,8.93
1447610832.0,8.60
1447611132.0,8.27
1447611432.0,7.99
1447611732.0,7.71
1447612032.0,7.44
1447612332.0,7.16
1447612632.0,6.88
1447612932.0,6.66
1447613232.0,6.44
1447613532.0,6.22
1447613832.0,6.05
1447614132.0,5.88
1447614432.0,5.72
1447614732.0,5.55
1447615032.0,5.38
1447615332.0,5.22
1447615632.0,5.11
1447615932.0,4.99
1447616232.0,4.88
1447616532.0,4.83
1447616832.0,4.77
1447617132.0,4.77
1447617432.0,5.16
1447617732.0,5.49
1447618033.0,5.55
1447618333.0,5.77
1447618632.0,6.27
1447618932.0,6.10
1447619232.0,6.10
1447619532.0,6.05
1447619832.0,5.88
1447620132.0,5.66
1447620432.0,5.44
1447620732.0,5.16
1447621032.0,4.05
1447621332.0,3.55
1447621632.0,2.77
1447621932.0,2.55
1447622532.0,2.50
1447622832.0,2.61
1447623132.0,2.83
1447623432.0,3.22
1447623732.0,3.66
1447624032.0,4.11
1447624332.0,4.38
1447624632.0,4.83
1447624932.0,5.27
1447625232.0,5.94
1447625532.0,6.10
1447625832.0,6.38
1447626132.0,6.88
1447626432.0,6.94
1447626732.0,7.05
1447627032.0,7.21
1447627332.0,7.60
1447627632.0,7.44
1447627932.0,7.82
1447628232.0,8.27
1447628532.0,8.44
1447628832.0,8.16
1447629132.0,7.66
1447629432.0,6.99
1447629732.0,6.49
1447630032.0,6.16
1447630332.0,6.10
1447630632.0,6.16
1447630932.0,6.27
1447631232.0,6.38
1447631532.0,6.44
1447631832.0,6.55
1447632132.0,6.60
1447632432.0,6.38
1447632732.0,6.38
1447633032.0,6.27
1447633332.0,6.10
1447633632.0,5.99
1447633932.0,5.94
1447634232.0,5.77
1447634532.0,5.66
1447634832.0,5.55
1447635132.0,5.38
1447635432.0,4.99
1447635732.0,4.66
1447636032.0,4.38
1447636332.0,4.22
1447636632.0,4.16
1447636932.0,4.22
1447637232.0,4.38
1447637532.0,4.61
1447637832.0,4.83
1447638132.0,4.99
1447638432.0,5.33
1447638732.0,5.77
1447639032.0,6.16
1447639332.0,6.83
1447639632.0,7.71
1447639931.0,8.49
1447640231.0,9.10
1447640532.0,9.49
1447640831.0,9.82
1447641131.0,10.04
1447641431.0,10.32
1447641731.0,10.71
1447642031.0,10.88
1447642331.0,11.04
1447642631.0,11.21
1447642931.0,11.27
1447643231.0,11.49
1447643531.0,11.60
1447643831.0,11.49
1447644131.0,11.38
1447644432.0,11.49
1447644731.0,11.38
1447645031.0,11.38
1447645331.0,11.32
1447645631.0,11.49
1447645931.0,11.49
1447646231.0,11.32
1447646531.0,11.15
1447646831.0,11.04
1447647131.0,10.99
1447647431.0,10.88
1447647731.0,10.43
1447648031.0,10.60
1447648331.0,10.04
1447648631.0,9.27
1447648931.0,8.49
1447649232.0,7.99
1447649531.0,7.66
1447649832.0,7.38
1447650132.0,6.77
1447650432.0,5.83
1447650732.0,4.83
1447651032.0,4.05
1447651332.0,3.61
1447651631.0,3.44
1447651933.0,3.27
1447652231.0,3.05
1447652531.0,2.89
1447652831.0,2.66
1447653132.0,2.66
1447653431.0,2.72
1447653731.0,2.83
1447654031.0,3.05
1447654331.0,3.39
1447654631.0,4.16
1447654931.0,4.94
1447655231.0,5.72
1447655531.0,6.16
1447655831.0,5.83
1447656131.0,6.27
1447656431.0,6.44
1447656731.0,6.38
1447657031.0,6.16
1447657331.0,5.77
1447657631.0,4.72
1447657931.0,4.44
1447658231.0,4.50
1447658531.0,4.66
1447658831.0,4.94
1447659131.0,5.05
1447659432.0,5.05
1447659731.0,5.55
1447660031.0,6.27
1447660331.0,6.71
1447660631.0,7.21
1447660931.0,7.60
1447661231.0,7.99
1447661531.0,8.32
1447661831.0,8.66
1447662131.0,8.88
1447662431.0,9.16
1447662731.0,9.27
1447663031.0,9.66
1447663331.0,9.60
1447663631.0,9.93
1447663931.0,10.43
1447664231.0,10.93
1447664531.0,11.32
