Start,Finish,Heart Rate (count/min)
1447257780.0,1447257780.0,72.0
1447258380.0,1447258380.0,81.0
1447258980.0,1447258980.0,88.0
1447259580.0,1447259580.0,88.0
1447260180.0,1447260180.0,81.0
1447260780.0,1447260780.0,88.0
1447261560.0,1447261560.0,61.0
1447262100.0,1447262100.0,83.0
1447263300.0,1447263300.0,81.0
1447264140.0,1447264140.0,74.0
1447264800.0,1447264800.0,81.0
1447265400.0,1447265400.0,85.0
1447265940.0,1447265940.0,81.0
1447266540.0,1447266540.0,84.0
1447267140.0,1447267140.0,83.0
1447267680.0,1447267680.0,74.0
1447268280.0,1447268280.0,74.0
1447269000.0,1447269000.0,76.0
1447269720.0,1447269720.0,74.0
1447270260.0,1447270260.0,88.0
1447270800.0,1447270800.0,76.0
1447271400.0,1447271400.0,74.0
1447272120.0,1447272120.0,77.0
1447272720.0,1447272720.0,74.0
1447273320.0,1447273320.0,74.0
1447273860.0,1447273860.0,70.0
1447274460.0,1447274460.0,77.0
1447275060.0,1447275060.0,74.0
1447275600.0,1447275600.0,65.0
1447276260.0,1447276260.0,69.0
1447276800.0,1447276800.0,74.0
1447277340.0,1447277340.0,69.0
1447277940.0,1447277940.0,69.0
1447315500.0,1447315500.0,88.0
1447316160.0,1447316160.0,84.0
1447316760.0,1447316760.0,77.0
1447317540.0,1447317540.0,88.0
1447318200.0,1447318200.0,88.0
1447318800.0,1447318800.0,107.0
1447319340.0,1447319340.0,72.0
1447320420.0,1447320420.0,68.0
1447321020.0,1447321020.0,81.0
1447321560.0,1447321560.0,81.0
1447322280.0,1447322280.0,88.0
1447322880.0,1447322880.0,77.0
1447323660.0,1447323660.0,88.0
1447324560.0,1447324560.0,85.0
1447325160.0,1447325160.0,81.0
1447325700.0,1447325700.0,77.0
1447326240.0,1447326240.0,107.0
1447326840.0,1447326840.0,83.0
1447327440.0,1447327440.0,88.0
1447328400.0,1447328400.0,84.0
1447329060.0,1447329060.0,74.0
1447329600.0,1447329600.0,88.0
1447330200.0,1447330200.0,88.0
1447330800.0,1447330800.0,92.0
1447331460.0,1447331460.0,83.0
1447332060.0,1447332060.0,74.0
1447332600.0,1447332600.0,83.0
1447333200.0,1447333200.0,83.0
1447334460.0,1447334460.0,74.0
1447335060.0,1447335060.0,72.0
1447335720.0,1447335720.0,74.0
1447336440.0,1447336440.0,74.0
1447337100.0,1447337100.0,97.0
1447337640.0,1447337640.0,69.0
1447338240.0,1447338240.0,65.0
1447339320.0,1447339320.0,76.0
1447339920.0,1447339920.0,72.0
1447340580.0,1447340580.0,81.0
1447341120.0,1447341120.0,77.0
1447341840.0,1447341840.0,85.0
1447343040.0,1447343040.0,92.0
1447343640.0,1447343640.0,83.0
1447344300.0,1447344300.0,91.0
1447344900.0,1447344900.0,97.0
1447345560.0,1447345560.0,74.0
1447346400.0,1447346400.0,81.0
1447346940.0,1447346940.0,81.0
1447347600.0,1447347600.0,83.0
1447348200.0,1447348200.0,88.0
1447348740.0,1447348740.0,69.0
1447349340.0,1447349340.0,93.0
1447350000.0,1447350000.0,88.0
1447350540.0,1447350540.0,85.0
1447351440.0,1447351440.0,78.0
1447351980.0,1447351980.0,84.0
1447352580.0,1447352580.0,88.0
1447353180.0,1447353180.0,83.0
1447354200.0,1447354200.0,97.0
1447354740.0,1447354740.0,69.0
1447355280.0,1447355280.0,72.0
1447355880.0,1447355880.0,74.0
1447356480.0,1447356480.0,74.0
1447357080.0,1447357080.0,81.0
1447357620.0,1447357620.0,69.0
1447358280.0,1447358280.0,74.0
1447358940.0,1447358940.0,65.0
1447359480.0,1447359480.0,65.0
1447360260.0,1447360260.0,69.0
1447360860.0,1447360860.0,81.0
1447361400.0,1447361400.0,100.0
1447362300.0,1447362300.0,83.0
1447362960.0,1447362960.0,69.0
1447363620.0,1447363620.0,85.0
1447364220.0,1447364220.0,65.0
1447364760.0,1447364760.0,74.0
1447365300.0,1447365300.0,72.0
1447365900.0,1447365900.0,74.0
1447366440.0,1447366440.0,69.0
1447367040.0,1447367040.0,65.0
1447367640.0,1447367640.0,69.0
1447368180.0,1447368180.0,65.0
1447369080.0,1447369080.0,72.0
1447369620.0,1447369620.0,67.0
1447370460.0,1447370460.0,91.0
1447371060.0,1447371060.0,77.0
1447371960.0,1447371960.0,97.0
1447372620.0,1447372620.0,83.0
1447373400.0,1447373400.0,69.0
1447401060.0,1447401060.0,81.0
1447401960.0,1447401960.0,74.0
1447402680.0,1447402680.0,88.0
1447404180.0,1447404180.0,81.0
1447404780.0,1447404780.0,81.0
1447405380.0,1447405380.0,81.0
1447405980.0,1447405980.0,65.0
1447406580.0,1447406580.0,76.0
1447407300.0,1447407300.0,72.0
1447407900.0,1447407900.0,74.0
1447408500.0,1447408500.0,65.0
1447409100.0,1447409100.0,65.0
1447409760.0,1447409760.0,76.0
1447410360.0,1447410360.0,65.0
1447410960.0,1447410960.0,65.0
1447411500.0,1447411500.0,67.0
1447412040.0,1447412040.0,78.0
1447412640.0,1447412640.0,81.0
1447413240.0,1447413240.0,65.0
1447413780.0,1447413780.0,57.0
1447414380.0,1447414380.0,64.0
1447414920.0,1447414920.0,66.0
1447415520.0,1447415520.0,91.0
1447416060.0,1447416060.0,65.0
1447416660.0,1447416660.0,65.0
1447417200.0,1447417200.0,57.0
1447417740.0,1447417740.0,88.0
1447418340.0,1447418340.0,88.0
1447418940.0,1447418940.0,66.0
1447419660.0,1447419660.0,57.0
1447420260.0,1447420260.0,72.0
1447420860.0,1447420860.0,61.0
1447421400.0,1447421400.0,88.0
1447421940.0,1447421940.0,69.0
1447422600.0,1447422600.0,81.0
1447423200.0,1447423200.0,81.0
1447423740.0,1447423740.0,69.0
1447424340.0,1447424340.0,78.0
1447424880.0,1447424880.0,74.0
1447425540.0,1447425540.0,74.0
1447426080.0,1447426080.0,69.0
1447426620.0,1447426620.0,69.0
1447427220.0,1447427220.0,88.0
1447428060.0,1447428060.0,76.0
1447428600.0,1447428600.0,74.0
1447429260.0,1447429260.0,65.0
1447429920.0,1447429920.0,69.0
1447430460.0,1447430460.0,72.0
1447431000.0,1447431000.0,77.0
1447431600.0,1447431600.0,73.0
1447432140.0,1447432140.0,74.0
1447432680.0,1447432680.0,77.0
1447433640.0,1447433640.0,81.0
1447434240.0,1447434240.0,77.0
1447435020.0,1447435020.0,74.0
1447435620.0,1447435620.0,88.0
1447436220.0,1447436220.0,72.0
1447436760.0,1447436760.0,81.0
1447437300.0,1447437300.0,69.0
1447437960.0,1447437960.0,78.0
1447438740.0,1447438740.0,88.0
1447439280.0,1447439280.0,107.0
1447439940.0,1447439940.0,81.0
1447440540.0,1447440540.0,81.0
1447441140.0,1447441140.0,88.0
1447444200.0,1447444200.0,81.0
1447444800.0,1447444800.0,78.0
1447445400.0,1447445400.0,83.0
1447445940.0,1447445940.0,74.0
1447446540.0,1447446540.0,74.0
1447447080.0,1447447080.0,57.0
1447452600.0,1447452600.0,65.0
1447453140.0,1447453140.0,69.0
1447453740.0,1447453740.0,69.0
1447454280.0,1447454280.0,57.0
1447454820.0,1447454820.0,65.0
1447455420.0,1447455420.0,65.0
1447456080.0,1447456080.0,65.0
1447456620.0,1447456620.0,69.0
1447457160.0,1447457160.0,65.0
1447457820.0,1447457820.0,67.0
1447458480.0,1447458480.0,59.0
1447459020.0,1447459020.0,65.0
1447459680.0,1447459680.0,61.0
1447493400.0,1447493400.0,65.0
1447494000.0,1447494000.0,57.0
1447494600.0,1447494600.0,65.0
1447495140.0,1447495140.0,57.0
1447496220.0,1447496220.0,69.0
1447496760.0,1447496760.0,81.0
1447497360.0,1447497360.0,81.0
1447497960.0,1447497960.0,83.0
1447498500.0,1447498500.0,81.0
1447499100.0,1447499100.0,81.0
1447499760.0,1447499760.0,92.0
1447500540.0,1447500540.0,70.0
1447501140.0,1447501140.0,88.0
1447501680.0,1447501680.0,85.0
1447502220.0,1447502220.0,69.0
1447502820.0,1447502820.0,88.0
1447503360.0,1447503360.0,111.0
1447503900.0,1447503900.0,102.0
1447507680.0,1447507680.0,81.0
1447508580.0,1447508580.0,88.0
1447510020.0,1447510020.0,75.0
1447510560.0,1447510560.0,85.0
1447511100.0,1447511100.0,81.0
1447511700.0,1447511700.0,81.0
1447512360.0,1447512360.0,88.0
1447512840.0,1447512840.0,88.0
1447513380.0,1447513380.0,88.0
1447514040.0,1447514040.0,97.0
1447514640.0,1447514640.0,91.0
1447515360.0,1447515360.0,97.0
1447516080.0,1447516080.0,92.0
1447516860.0,1447516860.0,85.0
1447518000.0,1447518000.0,93.0
1447518540.0,1447518540.0,74.0
1447519260.0,1447519260.0,75.0
1447519800.0,1447519800.0,81.0
1447520340.0,1447520340.0,74.0
1447520940.0,1447520940.0,69.0
1447521720.0,1447521720.0,85.0
1447522320.0,1447522320.0,69.0
1447522860.0,1447522860.0,69.0
1447523400.0,1447523400.0,85.0
1447524000.0,1447524000.0,74.0
1447524540.0,1447524540.0,69.0
1447525200.0,1447525200.0,76.0
1447525740.0,1447525740.0,69.0
1447526340.0,1447526340.0,78.0
1447526880.0,1447526880.0,69.0
1447527420.0,1447527420.0,69.0
1447528020.0,1447528020.0,69.0
1447528620.0,1447528620.0,77.0
1447529220.0,1447529220.0,65.0
1447529760.0,1447529760.0,69.0
1447530300.0,1447530300.0,69.0
1447531020.0,1447531020.0,85.0
1447531560.0,1447531560.0,65.0
1447532160.0,1447532160.0,65.0
1447532700.0,1447532700.0,65.0
1447533300.0,1447533300.0,65.0
1447533840.0,1447533840.0,83.0
1447534500.0,1447534500.0,65.0
1447535040.0,1447535040.0,65.0
1447535580.0,1447535580.0,65.0
1447536180.0,1447536180.0,65.0
1447536840.0,1447536840.0,67.0
1447537380.0,1447537380.0,74.0
1447538040.0,1447538040.0,61.0
1447538640.0,1447538640.0,57.0
1447539180.0,1447539180.0,57.0
1447539720.0,1447539720.0,57.0
1447540320.0,1447540320.0,72.0
1447540860.0,1447540860.0,54.0
1447541400.0,1447541400.0,68.0
1447541940.0,1447541940.0,57.0
1447542540.0,1447542540.0,55.0
1447543080.0,1447543080.0,57.0
1447543680.0,1447543680.0,69.0
1447544400.0,1447544400.0,59.0
1447574760.0,1447574760.0,74.0
1447575300.0,1447575300.0,57.0
1447575840.0,1447575840.0,69.0
1447576440.0,1447576440.0,65.0
1447577040.0,1447577040.0,69.0
1447577580.0,1447577580.0,67.0
1447578120.0,1447578120.0,61.0
1447578720.0,1447578720.0,74.0
1447579260.0,1447579260.0,69.0
1447579980.0,1447579980.0,57.0
1447580580.0,1447580580.0,61.0
1447581240.0,1447581240.0,65.0
1447581780.0,1447581780.0,65.0
1447582320.0,1447582320.0,74.0
1447582920.0,1447582920.0,69.0
1447583700.0,1447583700.0,81.0
1447584360.0,1447584360.0,81.0
1447584900.0,1447584900.0,74.0
1447585440.0,1447585440.0,84.0
1447586220.0,1447586220.0,81.0
1447586820.0,1447586820.0,78.0
1447590060.0,1447590060.0,116.0
1447591800.0,1447591800.0,81.0
1447592400.0,1447592400.0,69.0
1447593000.0,1447593000.0,88.0
1447594680.0,1447594680.0,81.0
1447595400.0,1447595400.0,97.0
1447596600.0,1447596600.0,85.0
1447597140.0,1447597140.0,83.0
1447597740.0,1447597740.0,81.0
1447598280.0,1447598280.0,85.0
1447598880.0,1447598880.0,92.0
1447599720.0,1447599720.0,61.0
1447600320.0,1447600320.0,69.0
1447601160.0,1447601160.0,69.0
1447602900.0,1447602900.0,84.0
1447603860.0,1447603860.0,83.0
1447604520.0,1447604520.0,88.0
1447605060.0,1447605060.0,91.0
1447605660.0,1447605660.0,81.0
1447606320.0,1447606320.0,81.0
1447606920.0,1447606920.0,117.0
1447607460.0,1447607460.0,81.0
1447608000.0,1447608000.0,74.0
1447608600.0,1447608600.0,68.0
1447609200.0,1447609200.0,97.0
1447609740.0,1447609740.0,81.0
1447610580.0,1447610580.0,74.0
1447611540.0,1447611540.0,88.0
1447612080.0,1447612080.0,81.0
1447612680.0,1447612680.0,88.0
1447613280.0,1447613280.0,81.0
1447613940.0,1447613940.0,69.0
1447621440.0,1447621440.0,113.0
1447623840.0,1447623840.0,103.0
1447624440.0,1447624440.0,97.0
1447625040.0,1447625040.0,81.0
1447625580.0,1447625580.0,83.0
1447626600.0,1447626600.0,81.0
1447627200.0,1447627200.0,70.0
1447627800.0,1447627800.0,77.0
1447628460.0,1447628460.0,78.0
1447629060.0,1447629060.0,74.0
